LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value
AUT,CPI,TOT,AGRWTH,M,2018-08,2.241715
AUT,CPI,TOT,AGRWTH,M,2018-09,2.027027
AUT,CPI,TOT,AGRWTH,M,2018-10,2.217936
AUT,CPI,TOT,AGRWTH,M,2018-11,2.213667
AUT,CPI,TOT,AGRWTH,M,2018-12,1.917546
AUT,CPI,TOT,AGRWTH,M,2019-01,1.833977
AUT,CPI,TOT,AGRWTH,M,2019-02,1.539942
AUT,CPI,TOT,AGRWTH,M,2019-03,1.818182
AUT,CPI,TOT,AGRWTH,M,2019-04,1.719198
AUT,CPI,TOT,AGRWTH,M,2019-05,1.71592
AUT,CPI,TOT,AGRWTH,M,2019-06,1.617507
AUT,CPI,TOT,AGRWTH,M,2019-07,1.429933
AUT,CPI,TOT,AGRWTH,M,2019-08,1.525262
AUT,CPI,TOT,AGRWTH,M,2019-09,1.229896
AUT,CPI,TOT,AGRWTH,M,2019-10,1.132075
AUT,CPI,TOT,AGRWTH,M,2019-11,1.129943
AUT,CPI,TOT,AGRWTH,M,2019-12,1.693321
AUT,CPI,TOT,AGRWTH,M,2020-01,1.990521
AUT,CPI,TOT,AGRWTH,M,2020-02,2.180095
AUT,CPI,TOT,AGRWTH,M,2020-03,1.597744
AUT,CPI,TOT,AGRWTH,M,2020-04,1.502347
BEL,CPI,TOT,AGRWTH,M,2011-01,3.222635
BEL,CPI,TOT,AGRWTH,M,2011-02,3.3830089999999995
BEL,CPI,TOT,AGRWTH,M,2011-03,3.522272
BEL,CPI,TOT,AGRWTH,M,2011-04,3.412896
BEL,CPI,TOT,AGRWTH,M,2011-05,3.345525
BEL,CPI,TOT,AGRWTH,M,2011-06,3.679398
BEL,CPI,TOT,AGRWTH,M,2011-07,3.753092
BEL,CPI,TOT,AGRWTH,M,2011-08,3.600215
BEL,CPI,TOT,AGRWTH,M,2011-09,3.556889
BEL,CPI,TOT,AGRWTH,M,2011-10,3.573339
BEL,CPI,TOT,AGRWTH,M,2011-11,3.846565
BEL,CPI,TOT,AGRWTH,M,2011-12,3.480204
BEL,CPI,TOT,AGRWTH,M,2012-01,3.65118
BEL,CPI,TOT,AGRWTH,M,2012-02,3.661616
BEL,CPI,TOT,AGRWTH,M,2012-03,3.360553
BEL,CPI,TOT,AGRWTH,M,2012-04,3.185379
BEL,CPI,TOT,AGRWTH,M,2012-05,2.810451
BEL,CPI,TOT,AGRWTH,M,2012-06,2.251738
BEL,CPI,TOT,AGRWTH,M,2012-07,2.321725
BEL,CPI,TOT,AGRWTH,M,2012-08,2.852697
BEL,CPI,TOT,AGRWTH,M,2012-09,2.751914
BEL,CPI,TOT,AGRWTH,M,2012-10,2.778639
BEL,CPI,TOT,AGRWTH,M,2012-11,2.263607
BEL,CPI,TOT,AGRWTH,M,2012-12,2.231822
BEL,CPI,TOT,AGRWTH,M,2013-01,1.460078
BEL,CPI,TOT,AGRWTH,M,2013-02,1.187576
BEL,CPI,TOT,AGRWTH,M,2013-03,1.11415
BEL,CPI,TOT,AGRWTH,M,2013-04,1.002024
BEL,CPI,TOT,AGRWTH,M,2013-05,1.18457
BEL,CPI,TOT,AGRWTH,M,2013-06,1.5932620000000002
BEL,CPI,TOT,AGRWTH,M,2013-07,1.509319
BEL,CPI,TOT,AGRWTH,M,2013-08,1.008573
BEL,CPI,TOT,AGRWTH,M,2013-09,0.8960934000000002
BEL,CPI,TOT,AGRWTH,M,2013-10,0.6331658
BEL,CPI,TOT,AGRWTH,M,2013-11,0.8149713000000001
BEL,CPI,TOT,AGRWTH,M,2013-12,0.9657947
BEL,CPI,TOT,AGRWTH,M,2014-01,1.1371639999999998
BEL,CPI,TOT,AGRWTH,M,2014-02,0.9730163
BEL,CPI,TOT,AGRWTH,M,2014-03,0.8915155999999999
BEL,CPI,TOT,AGRWTH,M,2014-04,0.6213048000000001
BEL,CPI,TOT,AGRWTH,M,2014-05,0.3602161
BEL,CPI,TOT,AGRWTH,M,2014-06,0.2697033
BEL,CPI,TOT,AGRWTH,M,2014-07,0.3392875
BEL,CPI,TOT,AGRWTH,M,2014-08,0.01997004
BEL,CPI,TOT,AGRWTH,M,2014-09,-0.1197485
BEL,CPI,TOT,AGRWTH,M,2014-10,0.08988315
BEL,CPI,TOT,AGRWTH,M,2014-11,-0.1097804
BEL,CPI,TOT,AGRWTH,M,2014-12,-0.3786369
BEL,CPI,TOT,AGRWTH,M,2015-01,-0.6467662
BEL,CPI,TOT,AGRWTH,M,2015-02,-0.3973773
BEL,CPI,TOT,AGRWTH,M,2015-03,-0.3971406
BEL,CPI,TOT,AGRWTH,M,2015-04,0.2888159
BEL,CPI,TOT,AGRWTH,M,2015-05,0.5583251
BEL,CPI,TOT,AGRWTH,M,2015-06,0.6276149999999999
BEL,CPI,TOT,AGRWTH,M,2015-07,0.4574838
BEL,CPI,TOT,AGRWTH,M,2015-08,0.9084556
BEL,CPI,TOT,AGRWTH,M,2015-09,1.0590469999999998
BEL,CPI,TOT,AGRWTH,M,2015-10,1.27719
BEL,CPI,TOT,AGRWTH,M,2015-11,1.518633
BEL,CPI,TOT,AGRWTH,M,2015-12,1.5003
BEL,CPI,TOT,AGRWTH,M,2016-01,1.742614
BEL,CPI,TOT,AGRWTH,M,2016-02,1.386395
BEL,CPI,TOT,AGRWTH,M,2016-03,2.242823
BEL,CPI,TOT,AGRWTH,M,2016-04,2.03575
BEL,CPI,TOT,AGRWTH,M,2016-05,2.201071
BEL,CPI,TOT,AGRWTH,M,2016-06,2.158202
BEL,CPI,TOT,AGRWTH,M,2016-07,2.277002
BEL,CPI,TOT,AGRWTH,M,2016-08,2.156708
BEL,CPI,TOT,AGRWTH,M,2016-09,1.868512
BEL,CPI,TOT,AGRWTH,M,2016-10,1.812808
BEL,CPI,TOT,AGRWTH,M,2016-11,1.771479
BEL,CPI,TOT,AGRWTH,M,2016-12,2.029957
BEL,CPI,TOT,AGRWTH,M,2017-01,2.647898
BEL,CPI,TOT,AGRWTH,M,2017-02,2.9709790000000003
BEL,CPI,TOT,AGRWTH,M,2017-03,2.281369
BEL,CPI,TOT,AGRWTH,M,2017-04,2.277372
BEL,CPI,TOT,AGRWTH,M,2017-05,1.862631
BEL,CPI,TOT,AGRWTH,M,2017-06,1.598992
BEL,CPI,TOT,AGRWTH,M,2017-07,1.781047
BEL,CPI,TOT,AGRWTH,M,2017-08,1.898121
BEL,CPI,TOT,AGRWTH,M,2017-09,2.008929
BEL,CPI,TOT,AGRWTH,M,2017-10,2.003097
BEL,CPI,TOT,AGRWTH,M,2017-11,2.069432
BEL,CPI,TOT,AGRWTH,M,2017-12,2.134441
BEL,CPI,TOT,AGRWTH,M,2018-01,1.706943
BEL,CPI,TOT,AGRWTH,M,2018-02,1.480845
BEL,CPI,TOT,AGRWTH,M,2018-03,1.391669
BEL,CPI,TOT,AGRWTH,M,2018-04,1.522505
BEL,CPI,TOT,AGRWTH,M,2018-05,1.819048
BEL,CPI,TOT,AGRWTH,M,2018-06,2.079359
BEL,CPI,TOT,AGRWTH,M,2018-07,2.168331
BEL,CPI,TOT,AGRWTH,M,2018-08,2.24292
BEL,CPI,TOT,AGRWTH,M,2018-09,2.349919
BEL,CPI,TOT,AGRWTH,M,2018-10,2.751162
BEL,CPI,TOT,AGRWTH,M,2018-11,2.775936
BEL,CPI,TOT,AGRWTH,M,2018-12,2.335697
BEL,CPI,TOT,AGRWTH,M,2019-01,1.98944
BEL,CPI,TOT,AGRWTH,M,2019-02,2.165317
BEL,CPI,TOT,AGRWTH,M,2019-03,2.331485
BEL,CPI,TOT,AGRWTH,M,2019-04,2.080795
BEL,CPI,TOT,AGRWTH,M,2019-05,1.88944
BEL,CPI,TOT,AGRWTH,M,2019-06,1.728649
BEL,CPI,TOT,AGRWTH,M,2019-07,1.424183
BEL,CPI,TOT,AGRWTH,M,2019-08,1.264176
BEL,CPI,TOT,AGRWTH,M,2019-09,0.7994051
BEL,CPI,TOT,AGRWTH,M,2019-10,0.4801034000000001
BEL,CPI,TOT,AGRWTH,M,2019-11,0.3871681
BEL,CPI,TOT,AGRWTH,M,2019-12,0.7577158
BEL,CPI,TOT,AGRWTH,M,2020-01,1.405195
BEL,CPI,TOT,AGRWTH,M,2020-02,1.096572
BEL,CPI,TOT,AGRWTH,M,2020-03,0.6247129
CAN,CPI,TOT,AGRWTH,M,2011-01,2.345786
CAN,CPI,TOT,AGRWTH,M,2011-02,2.16263
CAN,CPI,TOT,AGRWTH,M,2011-03,3.287197
CAN,CPI,TOT,AGRWTH,M,2011-04,3.275862
CAN,CPI,TOT,AGRWTH,M,2011-05,3.697335
CAN,CPI,TOT,AGRWTH,M,2011-06,3.098107
CAN,CPI,TOT,AGRWTH,M,2011-07,2.739726
CAN,CPI,TOT,AGRWTH,M,2011-08,3.084833
CAN,CPI,TOT,AGRWTH,M,2011-09,3.165098
CAN,CPI,TOT,AGRWTH,M,2011-10,2.896082
CAN,CPI,TOT,AGRWTH,M,2011-11,2.893617
CAN,CPI,TOT,AGRWTH,M,2011-12,2.297872
CAN,CPI,TOT,AGRWTH,M,2012-01,2.4618
CAN,CPI,TOT,AGRWTH,M,2012-02,2.624894
CAN,CPI,TOT,AGRWTH,M,2012-03,1.926298
CAN,CPI,TOT,AGRWTH,M,2012-04,2.003339
CAN,CPI,TOT,AGRWTH,M,2012-05,1.243781
CAN,CPI,TOT,AGRWTH,M,2012-06,1.502504
CAN,CPI,TOT,AGRWTH,M,2012-07,1.25
CAN,CPI,TOT,AGRWTH,M,2012-08,1.246883
CAN,CPI,TOT,AGRWTH,M,2012-09,1.160862
CAN,CPI,TOT,AGRWTH,M,2012-10,1.15894
CAN,CPI,TOT,AGRWTH,M,2012-11,0.8271298
CAN,CPI,TOT,AGRWTH,M,2012-12,0.8319466999999999
CAN,CPI,TOT,AGRWTH,M,2013-01,0.4971002000000001
CAN,CPI,TOT,AGRWTH,M,2013-02,1.237624
CAN,CPI,TOT,AGRWTH,M,2013-03,0.9860312
CAN,CPI,TOT,AGRWTH,M,2013-04,0.4091653
CAN,CPI,TOT,AGRWTH,M,2013-05,0.7371006999999999
CAN,CPI,TOT,AGRWTH,M,2013-06,1.151316
CAN,CPI,TOT,AGRWTH,M,2013-07,1.316872
CAN,CPI,TOT,AGRWTH,M,2013-08,1.067323
CAN,CPI,TOT,AGRWTH,M,2013-09,1.065574
CAN,CPI,TOT,AGRWTH,M,2013-10,0.6546645000000001
CAN,CPI,TOT,AGRWTH,M,2013-11,0.902379
CAN,CPI,TOT,AGRWTH,M,2013-12,1.237624
CAN,CPI,TOT,AGRWTH,M,2014-01,1.483924
CAN,CPI,TOT,AGRWTH,M,2014-02,1.140994
CAN,CPI,TOT,AGRWTH,M,2014-03,1.545972
CAN,CPI,TOT,AGRWTH,M,2014-04,2.03749
CAN,CPI,TOT,AGRWTH,M,2014-05,2.276423
CAN,CPI,TOT,AGRWTH,M,2014-06,2.357723
CAN,CPI,TOT,AGRWTH,M,2014-07,2.112104
CAN,CPI,TOT,AGRWTH,M,2014-08,2.112104
CAN,CPI,TOT,AGRWTH,M,2014-09,2.027575
CAN,CPI,TOT,AGRWTH,M,2014-10,2.357723
CAN,CPI,TOT,AGRWTH,M,2014-11,1.95122
CAN,CPI,TOT,AGRWTH,M,2014-12,1.466993
CAN,CPI,TOT,AGRWTH,M,2015-01,0.9748171999999998
CAN,CPI,TOT,AGRWTH,M,2015-02,1.047542
CAN,CPI,TOT,AGRWTH,M,2015-03,1.201923
CAN,CPI,TOT,AGRWTH,M,2015-04,0.798722
CAN,CPI,TOT,AGRWTH,M,2015-05,0.8744038000000001
CAN,CPI,TOT,AGRWTH,M,2015-06,1.032565
CAN,CPI,TOT,AGRWTH,M,2015-07,1.272872
CAN,CPI,TOT,AGRWTH,M,2015-08,1.272872
CAN,CPI,TOT,AGRWTH,M,2015-09,1.033386
CAN,CPI,TOT,AGRWTH,M,2015-10,1.032565
CAN,CPI,TOT,AGRWTH,M,2015-11,1.355662
CAN,CPI,TOT,AGRWTH,M,2015-12,1.606426
CAN,CPI,TOT,AGRWTH,M,2016-01,2.011263
CAN,CPI,TOT,AGRWTH,M,2016-02,1.355662
CAN,CPI,TOT,AGRWTH,M,2016-03,1.266825
CAN,CPI,TOT,AGRWTH,M,2016-04,1.664025
CAN,CPI,TOT,AGRWTH,M,2016-05,1.497242
CAN,CPI,TOT,AGRWTH,M,2016-06,1.493711
CAN,CPI,TOT,AGRWTH,M,2016-07,1.256873
CAN,CPI,TOT,AGRWTH,M,2016-08,1.099764
CAN,CPI,TOT,AGRWTH,M,2016-09,1.33753
CAN,CPI,TOT,AGRWTH,M,2016-10,1.493711
CAN,CPI,TOT,AGRWTH,M,2016-11,1.180173
CAN,CPI,TOT,AGRWTH,M,2016-12,1.501976
CAN,CPI,TOT,AGRWTH,M,2017-01,2.129338
CAN,CPI,TOT,AGRWTH,M,2017-02,2.045633
CAN,CPI,TOT,AGRWTH,M,2017-03,1.5637219999999998
CAN,CPI,TOT,AGRWTH,M,2017-04,1.636789
CAN,CPI,TOT,AGRWTH,M,2017-05,1.319876
CAN,CPI,TOT,AGRWTH,M,2017-06,1.0069709999999998
CAN,CPI,TOT,AGRWTH,M,2017-07,1.163693
CAN,CPI,TOT,AGRWTH,M,2017-08,1.398601
CAN,CPI,TOT,AGRWTH,M,2017-09,1.552795
CAN,CPI,TOT,AGRWTH,M,2017-10,1.394268
CAN,CPI,TOT,AGRWTH,M,2017-11,2.099533
CAN,CPI,TOT,AGRWTH,M,2017-12,1.869159
CAN,CPI,TOT,AGRWTH,M,2018-01,1.6988419999999995
CAN,CPI,TOT,AGRWTH,M,2018-02,2.158828
CAN,CPI,TOT,AGRWTH,M,2018-03,2.309469
CAN,CPI,TOT,AGRWTH,M,2018-04,2.223926
CAN,CPI,TOT,AGRWTH,M,2018-05,2.222222
CAN,CPI,TOT,AGRWTH,M,2018-06,2.4539880000000003
CAN,CPI,TOT,AGRWTH,M,2018-07,2.990798
CAN,CPI,TOT,AGRWTH,M,2018-08,2.835249
CAN,CPI,TOT,AGRWTH,M,2018-09,2.217125
CAN,CPI,TOT,AGRWTH,M,2018-10,2.444614
CAN,CPI,TOT,AGRWTH,M,2018-11,1.6755520000000002
CAN,CPI,TOT,AGRWTH,M,2018-12,1.987768
CAN,CPI,TOT,AGRWTH,M,2019-01,1.442673
CAN,CPI,TOT,AGRWTH,M,2019-02,1.509434
CAN,CPI,TOT,AGRWTH,M,2019-03,1.881114
CAN,CPI,TOT,AGRWTH,M,2019-04,2.025506
CAN,CPI,TOT,AGRWTH,M,2019-05,2.398801
CAN,CPI,TOT,AGRWTH,M,2019-06,2.0209580000000003
CAN,CPI,TOT,AGRWTH,M,2019-07,2.010424
CAN,CPI,TOT,AGRWTH,M,2019-08,1.937407
CAN,CPI,TOT,AGRWTH,M,2019-09,1.869858
CAN,CPI,TOT,AGRWTH,M,2019-10,1.86428
CAN,CPI,TOT,AGRWTH,M,2019-11,2.172285
CAN,CPI,TOT,AGRWTH,M,2019-12,2.248876
CAN,CPI,TOT,AGRWTH,M,2020-01,2.39521
CAN,CPI,TOT,AGRWTH,M,2020-02,2.156134
CAN,CPI,TOT,AGRWTH,M,2020-03,0.8862629999999999
CAN,CPI,TOT,AGRWTH,M,2020-04,-0.2205882
CZE,CPI,TOT,AGRWTH,M,2011-01,1.72973
CZE,CPI,TOT,AGRWTH,M,2011-02,1.837838
CZE,CPI,TOT,AGRWTH,M,2011-03,1.725998
CZE,CPI,TOT,AGRWTH,M,2011-04,1.503759
CZE,CPI,TOT,AGRWTH,M,2011-05,1.93133
CZE,CPI,TOT,AGRWTH,M,2011-06,1.824034
CZE,CPI,TOT,AGRWTH,M,2011-07,1.71123
CZE,CPI,TOT,AGRWTH,M,2011-08,1.824034
CZE,CPI,TOT,AGRWTH,M,2011-09,1.827957
CZE,CPI,TOT,AGRWTH,M,2011-10,2.262931
CZE,CPI,TOT,AGRWTH,M,2011-11,2.473118
CZE,CPI,TOT,AGRWTH,M,2011-12,2.352941
CZE,CPI,TOT,AGRWTH,M,2012-01,3.506907
CZE,CPI,TOT,AGRWTH,M,2012-02,3.715499
CZE,CPI,TOT,AGRWTH,M,2012-03,3.711559
CZE,CPI,TOT,AGRWTH,M,2012-04,3.492064
CZE,CPI,TOT,AGRWTH,M,2012-05,3.157895
CZE,CPI,TOT,AGRWTH,M,2012-06,3.477345
CZE,CPI,TOT,AGRWTH,M,2012-07,3.154574
CZE,CPI,TOT,AGRWTH,M,2012-08,3.266596
CZE,CPI,TOT,AGRWTH,M,2012-09,3.379092
CZE,CPI,TOT,AGRWTH,M,2012-10,3.477345
CZE,CPI,TOT,AGRWTH,M,2012-11,2.728227
CZE,CPI,TOT,AGRWTH,M,2012-12,2.403344
CZE,CPI,TOT,AGRWTH,M,2013-01,1.950719
CZE,CPI,TOT,AGRWTH,M,2013-02,1.7400209999999998
CZE,CPI,TOT,AGRWTH,M,2013-03,1.738241
CZE,CPI,TOT,AGRWTH,M,2013-04,1.738241
CZE,CPI,TOT,AGRWTH,M,2013-05,1.326531
CZE,CPI,TOT,AGRWTH,M,2013-06,1.527495
CZE,CPI,TOT,AGRWTH,M,2013-07,1.427115
CZE,CPI,TOT,AGRWTH,M,2013-08,1.326531
CZE,CPI,TOT,AGRWTH,M,2013-09,1.02145
CZE,CPI,TOT,AGRWTH,M,2013-10,0.9164969
CZE,CPI,TOT,AGRWTH,M,2013-11,1.123595
CZE,CPI,TOT,AGRWTH,M,2013-12,1.4285709999999998
CZE,CPI,TOT,AGRWTH,M,2014-01,0.2014099
CZE,CPI,TOT,AGRWTH,M,2014-02,0.2012073
CZE,CPI,TOT,AGRWTH,M,2014-03,0.1005025
CZE,CPI,TOT,AGRWTH,M,2014-04,0.1005025
CZE,CPI,TOT,AGRWTH,M,2014-05,0.4028198
CZE,CPI,TOT,AGRWTH,M,2014-06,0.0
CZE,CPI,TOT,AGRWTH,M,2014-07,0.5025126
CZE,CPI,TOT,AGRWTH,M,2014-08,0.6042295999999999
CZE,CPI,TOT,AGRWTH,M,2014-09,0.7077857
CZE,CPI,TOT,AGRWTH,M,2014-10,0.7063571999999999
CZE,CPI,TOT,AGRWTH,M,2014-11,0.5050505
CZE,CPI,TOT,AGRWTH,M,2014-12,0.1006036
CZE,CPI,TOT,AGRWTH,M,2015-01,0.0
CZE,CPI,TOT,AGRWTH,M,2015-02,0.1004016
CZE,CPI,TOT,AGRWTH,M,2015-03,0.2008032
CZE,CPI,TOT,AGRWTH,M,2015-04,0.502008
CZE,CPI,TOT,AGRWTH,M,2015-05,0.7021063
CZE,CPI,TOT,AGRWTH,M,2015-06,0.8024071999999999
CZE,CPI,TOT,AGRWTH,M,2015-07,0.4
CZE,CPI,TOT,AGRWTH,M,2015-08,0.3003003
CZE,CPI,TOT,AGRWTH,M,2015-09,0.4016064
CZE,CPI,TOT,AGRWTH,M,2015-10,0.2004008
CZE,CPI,TOT,AGRWTH,M,2015-11,0.1005025
CZE,CPI,TOT,AGRWTH,M,2015-12,0.0
CZE,CPI,TOT,AGRWTH,M,2016-01,0.6030151
CZE,CPI,TOT,AGRWTH,M,2016-02,0.5015045
CZE,CPI,TOT,AGRWTH,M,2016-03,0.3006012
CZE,CPI,TOT,AGRWTH,M,2016-04,0.5994006
CZE,CPI,TOT,AGRWTH,M,2016-05,0.0996016
CZE,CPI,TOT,AGRWTH,M,2016-06,0.09950249
CZE,CPI,TOT,AGRWTH,M,2016-07,0.498008
CZE,CPI,TOT,AGRWTH,M,2016-08,0.5988024000000001
CZE,CPI,TOT,AGRWTH,M,2016-09,0.5
CZE,CPI,TOT,AGRWTH,M,2016-10,0.8
CZE,CPI,TOT,AGRWTH,M,2016-11,1.606426
CZE,CPI,TOT,AGRWTH,M,2016-12,2.01005
CZE,CPI,TOT,AGRWTH,M,2017-01,2.1978020000000003
CZE,CPI,TOT,AGRWTH,M,2017-02,2.49501
CZE,CPI,TOT,AGRWTH,M,2017-03,2.597403
CZE,CPI,TOT,AGRWTH,M,2017-04,1.986097
CZE,CPI,TOT,AGRWTH,M,2017-05,2.38806
CZE,CPI,TOT,AGRWTH,M,2017-06,2.286282
CZE,CPI,TOT,AGRWTH,M,2017-07,2.477701
CZE,CPI,TOT,AGRWTH,M,2017-08,2.480159
CZE,CPI,TOT,AGRWTH,M,2017-09,2.686567
CZE,CPI,TOT,AGRWTH,M,2017-10,2.876984
CZE,CPI,TOT,AGRWTH,M,2017-11,2.56917
CZE,CPI,TOT,AGRWTH,M,2017-12,2.364532
CZE,CPI,TOT,AGRWTH,M,2018-01,2.150538
CZE,CPI,TOT,AGRWTH,M,2018-02,1.752678
CZE,CPI,TOT,AGRWTH,M,2018-03,1.655307
CZE,CPI,TOT,AGRWTH,M,2018-04,1.94742
CZE,CPI,TOT,AGRWTH,M,2018-05,2.23518
CZE,CPI,TOT,AGRWTH,M,2018-06,2.623907
CZE,CPI,TOT,AGRWTH,M,2018-07,2.321083
CZE,CPI,TOT,AGRWTH,M,2018-08,2.516941
CZE,CPI,TOT,AGRWTH,M,2018-09,2.325581
CZE,CPI,TOT,AGRWTH,M,2018-10,2.217936
CZE,CPI,TOT,AGRWTH,M,2018-11,2.023121
CZE,CPI,TOT,AGRWTH,M,2018-12,2.021174
CZE,CPI,TOT,AGRWTH,M,2019-01,2.488038
CZE,CPI,TOT,AGRWTH,M,2019-02,2.679426
CZE,CPI,TOT,AGRWTH,M,2019-03,2.969349
CZE,CPI,TOT,AGRWTH,M,2019-04,2.769819
CZE,CPI,TOT,AGRWTH,M,2019-05,2.946768
CZE,CPI,TOT,AGRWTH,M,2019-06,2.746212
CZE,CPI,TOT,AGRWTH,M,2019-07,2.930057
CZE,CPI,TOT,AGRWTH,M,2019-08,2.92729
CZE,CPI,TOT,AGRWTH,M,2019-09,2.6515150000000003
CZE,CPI,TOT,AGRWTH,M,2019-10,2.735849
